!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Quantity' name='Quantity' date='2020-07-18 12:18:17' objTablesVersion='1.0.5' level='1.0' version='0.1'											
!Reference	!QuantityType	!Mean	!Std	!Sign	!Unit	!Compound:SBML:species:id	!Reaction:SBML:reaction:id	!Organism	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound	!UseAsPriorInformation
Brenda	Michaelis constant	0.33		0	mM	ATP	vPGK	Saccharomyces cerevisiae	R01512	C00002	False
Brenda	Michaelis constant	0.77		0	mM	P3G	vPGK	Saccharomyces cerevisiae	R01512	C00197	False
Brenda	Michaelis constant	0.48		0	mM	ATP	vPGK	Saccharomyces cerevisiae	R01512	C00002	False
Brenda	Michaelis constant	0.35		0	mM	ATP	vPGK	Oryctolagus cuniculus	R01512	C00002	False
Brenda	Michaelis constant	0.0022		0	mM	P3G	vPGK	Oryctolagus cuniculus	R01512	C00197	False
Brenda	Michaelis constant	0.095		0	mM	ATP	vPGK	Ovis aries	R01512	C00002	False
Brenda	Michaelis constant	0.09		0	mM	ATP	vPGK	Ovis aries	R01512	C00002	False
Brenda	Michaelis constant	0.3		0	mM	ATP	vPGK	Spinacia oleracea	R01512	C00002	False
Brenda	Michaelis constant	0.27		0	mM	ADP	vPGK	Spinacia oleracea	R01512	C00008	False
Brenda	Michaelis constant	4.1		0	mM	ATP	vPGK	Pisum sativum	R01512	C00002	False
Brenda	Michaelis constant	7.6		0	mM	P3G	vPGK	Pisum sativum	R01512	C00197	False
Brenda	Michaelis constant	2.0		0	mM	P3G	vPGK	Trypanosoma brucei	R01512	C00197	False
Brenda	Michaelis constant	0.12		0	mM	ATP	vPGK	Trypanosoma brucei	R01512	C00002	False
Brenda	Michaelis constant	0.29		0	mM	ATP	vPGK	Trypanosoma brucei	R01512	C00002	False
Brenda	Michaelis constant	2.4		0	mM	P3G	vPGK	Trypanosoma brucei	R01512	C00197	False
Brenda	Michaelis constant	0.46		0	mM	ATP	vPGK	Trypanosoma brucei	R01512	C00002	False
Brenda	Michaelis constant	11.9		0	mM	P3G	vPGK	Trypanosoma brucei	R01512	C00197	False
Brenda	Michaelis constant	1.25		0	mM	P3G	vPGK	Trypanosoma brucei	R01512	C00197	False
Brenda	Michaelis constant	1.55		0	mM	P3G	vPGK	Trypanosoma brucei	R01512	C00197	False
Brenda	Michaelis constant	0.21		0	mM	ATP	vPGK	Trypanosoma brucei	R01512	C00002	False
Brenda	Michaelis constant	0.52		0	mM	P3G	vPGK	Plasmodium falciparum	R01512	C00197	False
Brenda	Michaelis constant	0.63		0	mM	ATP	vPGK	Plasmodium falciparum	R01512	C00002	False
Brenda	Michaelis constant	1.1		0	mM	ATP	vPGK	Zymomonas mobilis	R01512	C00002	False
Brenda	Michaelis constant	1.5		0	mM	P3G	vPGK	Zymomonas mobilis	R01512	C00197	False
Brenda	Michaelis constant	0.32		0	mM	ATP	vPGK	Selenastrum minutum	R01512	C00002	False
Brenda	Michaelis constant	0.46		0	mM	P3G	vPGK	Selenastrum minutum	R01512	C00197	False
Brenda	Michaelis constant	0.73		0	mM	ATP	vPGK	Methanothermus fervidus	R01512	C00002	False
Brenda	Michaelis constant	0.75		0	mM	P3G	vPGK	Methanothermus fervidus	R01512	C00197	False
Brenda	Michaelis constant	0.6		0	mM	P3G	vPGK	Beta vulgaris	R01512	C00197	False
Brenda	Michaelis constant	0.15		0	mM	ATP	vPGK	Beta vulgaris	R01512	C00002	False
Brenda	Michaelis constant	0.9		0	mM	ATP	vPGK	Fasciola hepatica	R01512	C00002	False
Brenda	Michaelis constant	1.26		0	mM	P3G	vPGK	Fasciola hepatica	R01512	C00197	False
Brenda	Michaelis constant	2.2		0	mM	P3G	vPGK	nan	R01512	C00197	False
Brenda	Michaelis constant	2.9		0	mM	ATP	vPGK	nan	R01512	C00002	False
Brenda	Michaelis constant	0.038		0	mM	ATP	vPGK	Mus musculus	R01512	C00002	False
Brenda	Michaelis constant	0.11		0	mM	ATP	vPGK	Mus musculus	R01512	C00002	False
Brenda	Michaelis constant	0.2		0	mM	P3G	vPGK	Mus musculus	R01512	C00197	False
Brenda	Michaelis constant	0.19		0	mM	ADP	vPGK	Mus musculus	R01512	C00008	False
Brenda	Michaelis constant	0.22		0	mM	ATP	vPGK	Mus musculus	R01512	C00002	False
Brenda	Michaelis constant	0.23		0	mM	ADP	vPGK	Mus musculus	R01512	C00008	False
Brenda	Michaelis constant	0.028		0	mM	P3G	vPGK	Mus musculus	R01512	C00197	False
Brenda	Michaelis constant	0.15		0	mM	P3G	vPGK	Mus musculus	R01512	C00197	False
Brenda	Michaelis constant	0.42		0	mM	ATP	vPGK	Mus musculus	R01512	C00002	False
Brenda	Michaelis constant	0.039		0	mM	ADP	vPGK	Mus musculus	R01512	C00008	False
Brenda	Michaelis constant	0.37		0	mM	ATP	vPGK	Mus musculus	R01512	C00002	False
Brenda	Michaelis constant	1.79		0	mM	P3G	vPGK	nan	R01512	C00197	False
Brenda	Michaelis constant	0.28		0	mM	ATP	vPGK	nan	R01512	C00002	False
Brenda	Michaelis constant	4.8		0	mM	ATP	vPGK	Pyrococcus woesei	R01512	C00002	False
Brenda	Michaelis constant	4.05		0	mM	ATP	vPGK	Pyrococcus woesei	R01512	C00002	False
Brenda	Michaelis constant	0.89		0	mM	P3G	vPGK	Pseudomonas sp.	R01512	C00197	False
Brenda	Michaelis constant	0.38		0	mM	ATP	vPGK	Pseudomonas sp.	R01512	C00002	False
Brenda	Michaelis constant	0.53		0	mM	P3G	vPGK	Pseudomonas sp.	R01512	C00197	False
Brenda	Michaelis constant	0.48		0	mM	P3G	vPGK	Pseudomonas sp.	R01512	C00197	False
Brenda	Michaelis constant	0.7		0	mM	ATP	vPGK	Lactobacillus delbrueckii subsp. lactis	R01512	C00002	False
Brenda	Michaelis constant	2.6		0	mM	P3G	vPGK	Lactobacillus delbrueckii subsp. lactis	R01512	C00197	False
Brenda	Michaelis constant	0.59		0	mM	ATP	vPGK	Nitrosospira sp. TYM9	R01512	C00002	False
Brenda	Michaelis constant	0.72		0	mM	P3G	vPGK	Nitrosospira sp. TYM9	R01512	C00197	False
Brenda	Michaelis constant	2.11		0	mM	ATP	vPGK	Nitrosospira sp. PJA1	R01512	C00002	False
Brenda	Michaelis constant	0.57		0	mM	P3G	vPGK	Nitrosospira sp. PJA1	R01512	C00197	False
Brenda	Michaelis constant	0.8		0	mM	P3G	vPGK	Nitrosospira sp. TCH716	R01512	C00197	False
Brenda	Michaelis constant	0.57		0	mM	ATP	vPGK	Nitrosospira sp. TCH716	R01512	C00002	False
Brenda	Michaelis constant	0.76		0	mM	ATP	vPGK	Nitrosospira sp. KAN8	R01512	C00002	False
Brenda	Michaelis constant	1.02		0	mM	P3G	vPGK	Nitrosospira sp. KAN8	R01512	C00197	False
Brenda	Michaelis constant	0.5		0	mM	P3G	vPGK	nan	R01512	C00197	False
Brenda	Michaelis constant	0.53		0	mM	ATP	vPGK	nan	R01512	C00002	False
Brenda	Michaelis constant	1.96		0	mM	ATP	vPGK	Nitrosovibrio sp. RY3C	R01512	C00002	False
Brenda	Michaelis constant	0.81		0	mM	P3G	vPGK	Nitrosovibrio sp. RY6A	R01512	C00197	False
Brenda	Michaelis constant	1.58		0	mM	ATP	vPGK	Nitrosovibrio sp. RY6A	R01512	C00002	False
Brenda	Michaelis constant	0.3		0	mM	ATP	vPGK	Homo sapiens	R01512	C00002	False
Brenda	Michaelis constant	0.5		0	mM	ATP	vPGK	Homo sapiens	R01512	C00002	False
Brenda	Michaelis constant	1.1		0	mM	P3G	vPGK	Homo sapiens	R01512	C00197	False
Brenda	Michaelis constant	0.59		0	mM	P3G	vPGK	Homo sapiens	R01512	C00197	False
Brenda	Michaelis constant	1.41		0	mM	P3G	vPGK	Nitrosovibrio sp. FJI82	R01512	C00197	False
Brenda	Michaelis constant	0.66		0	mM	ATP	vPGK	Nitrosovibrio sp. FJI82	R01512	C00002	False
Brenda	Michaelis constant	0.51		0	mM	ATP	vPGK	Nitrosospira sp. GS833	R01512	C00002	False
Brenda	Michaelis constant	1.39		0	mM	P3G	vPGK	Nitrosospira sp. GS833	R01512	C00197	False
Brenda	Michaelis constant	0.9		0	mM	P3G	vPGK	Nitrosospira sp. NRS527	R01512	C00197	False
Brenda	Michaelis constant	0.77		0	mM	ATP	vPGK	Nitrosospira sp. NRS527	R01512	C00002	False
Brenda	Michaelis constant	1.65		0	mM	P3G	vPGK	Rattus norvegicus	R01512	C00197	False
Brenda	Michaelis constant	1.66		0	mM	P3G	vPGK	Rattus norvegicus	R01512	C00197	False
Brenda	Michaelis constant	1.4		0	mM	P3G	vPGK	Rattus norvegicus	R01512	C00197	False
Brenda	Michaelis constant	0.24		0	mM	ATP	vPGK	Rattus norvegicus	R01512	C00002	False
nan	concentration	69.6	62.6	0	mM	CO2	nan	nan	nan	C00011	False
Alberty	standard chemical potential	-394.36		0	kJ/mol	CO2	nan	nan	nan	C00011	False
Alberty	standard chemical potential	-547.13		0	kJ/mol	CO2	nan	nan	nan	C00011	False
nan	concentration	341.0	307.0	0	mM	NADH	nan	nan	nan	C00004	False
Alberty	standard chemical potential	1117.5		0	kJ/mol	NADH	nan	nan	nan	C00004	False
nan	concentration	0.33		0	mM	TRIO	nan	Saccharomyces cerevisiae	nan	C00111	False
nan	concentration	0.203		0	mM	TRIO	nan	Escherichia coli	nan	C00111	False
nan	concentration	0.1		0	mM	TRIO	nan	Dictyostelium discoideum	nan	C00111	False
nan	concentration	0.012		0	mM	TRIO	nan	Homo sapiens	nan	C00111	False
nan	concentration	0.0007		0	mM	TRIO	nan	Vigna radiata var. radiata	nan	C00111	False
nan	concentration	0.012		0	mM	TRIO	nan	Rattus sp.	nan	C00111	False
nan	concentration	0.01		0	mM	TRIO	nan	Oryctolagus cuniculus	nan	C00111	False
nan	concentration	32.8	29.5	0	mM	TRIO	nan	nan	nan	C00111	False
nan	concentration	0.045	0.005	0	mM	TRIO	nan	Rattus sp.	nan	C00111	False
nan	concentration	0.043	0.003	0	mM	TRIO	nan	Rattus sp.	nan	C00111	False
Alberty	standard chemical potential	-1095.82		0	kJ/mol	TRIO	nan	nan	nan	C00111	False
nan	concentration	341.0	307.0	0	mM	GLCi	nan	nan	nan	C00293	False
Alberty	standard chemical potential	-428.06		0	kJ/mol	GLCi	nan	nan	nan	C00293	False
nan	concentration	0.823		0	mM	ADP	nan	Escherichia coli	nan	C00008	False
nan	concentration	0.2		0	mM	ADP	nan	Dictyostelium discoideum	nan	C00008	False
nan	concentration	1.7		0	mM	ADP	nan	Rattus sp.	nan	C00008	False
nan	concentration	1.059		0	mM	ADP	nan	Rattus sp.	nan	C00008	False
nan	concentration	0.126		0	mM	ADP	nan	Homo sapiens	nan	C00008	False
nan	concentration	0.5		0	mM	ADP	nan	Oryctolagus cuniculus	nan	C00008	False
nan	concentration	184.0	166.0	0	mM	ADP	nan	nan	nan	C00008	False
nan	concentration	0.81	0.49	0	mM	ADP	nan	Saccharomyces cerevisiae	nan	C00008	False
nan	concentration	1.084	0.208	0	mM	ADP	nan	Rattus sp.	nan	C00008	False
Alberty	standard chemical potential	-1425.17		0	kJ/mol	ADP	nan	nan	nan	C00008	False
nan	concentration	1.9		0	mM	F16P	nan	Escherichia coli	nan	C00354	False
nan	concentration	0.05		0	mM	F16P	nan	Dictyostelium discoideum	nan	C00354	False
nan	concentration	0.046		0	mM	F16P	nan	Rattus sp.	nan	C00354	False
nan	concentration	0.005		0	mM	F16P	nan	Homo sapiens	nan	C00354	False
nan	concentration	0.001		0	mM	F16P	nan	Vigna radiata var. radiata	nan	C00354	False
nan	concentration	0.0085		0	mM	F16P	nan	Rattus sp.	nan	C00354	False
nan	concentration	0.007		0	mM	F16P	nan	Oryctolagus cuniculus	nan	C00354	False
nan	concentration	19.7	17.8	0	mM	F16P	nan	nan	nan	C00354	False
nan	concentration	3.1	1.4	0	mM	F16P	nan	Saccharomyces cerevisiae	nan	C00354	False
nan	concentration	0.031	0.008	0	mM	F16P	nan	Rattus sp.	nan	C00354	False
Alberty	standard chemical potential	-2206.14		0	kJ/mol	F16P	nan	nan	nan	C00354	False
nan	concentration	0.025		0	mM	NAD	nan	Dictyostelium discoideum	nan	C00003	False
nan	concentration	1.097		0	mM	NAD	nan	Rattus sp.	nan	C00003	False
nan	concentration	0.31		0	mM	NAD	nan	Rattus sp.	nan	C00003	False
nan	concentration	0.426		0	mM	NAD	nan	Rattus sp.	nan	C00003	False
nan	concentration	1.3	0.3	0	mM	NAD	nan	Saccharomyces cerevisiae	nan	C00003	False
nan	concentration	1.667	0.411	0	mM	NAD	nan	Escherichia coli	nan	C00003	False
Alberty	standard chemical potential	1056.29		0	kJ/mol	NAD	nan	nan	nan	C00003	False
nan	concentration	2.641		0	mM	ATP	nan	Escherichia coli	nan	C00002	False
nan	concentration	0.7		0	mM	ATP	nan	Dictyostelium discoideum	nan	C00002	False
nan	concentration	3.535		0	mM	ATP	nan	Rattus sp.	nan	C00002	False
nan	concentration	3.075		0	mM	ATP	nan	Rattus sp.	nan	C00002	False
nan	concentration	1.13		0	mM	ATP	nan	Homo sapiens	nan	C00002	False
nan	concentration	0.0109		0	mM	ATP	nan	Vigna radiata var. radiata	nan	C00002	False
nan	concentration	1.7		0	mM	ATP	nan	Oryctolagus cuniculus	nan	C00002	False
nan	concentration	176.0	158.0	0	mM	ATP	nan	nan	nan	C00002	False
nan	concentration	1.5	0.4	0	mM	ATP	nan	Saccharomyces cerevisiae	nan	C00002	False
nan	concentration	3.3	2.3	0	mM	ATP	nan	Rattus sp.	nan	C00002	False
Alberty	standard chemical potential	-2292.28		0	kJ/mol	ATP	nan	nan	nan	C00002	False
nan	concentration	0.143		0	mM	PEP	nan	Rattus sp.	nan	C00074	False
nan	concentration	0.008		0	mM	PEP	nan	Rattus sp.	nan	C00074	False
nan	concentration	0.012		0	mM	PEP	nan	Homo sapiens	nan	C00074	False
nan	concentration	0.004		0	mM	PEP	nan	Rattus sp.	nan	C00074	False
nan	concentration	0.01		0	mM	PEP	nan	Oryctolagus cuniculus	nan	C00074	False
nan	concentration	32.8	29.5	0	mM	PEP	nan	nan	nan	C00074	False
nan	concentration	0.1955	0.1045	0	mM	PEP	nan	Escherichia coli	nan	C00074	False
Alberty	standard chemical potential	-1189.04		0	kJ/mol	PEP	nan	nan	nan	C00074	False
nan	concentration	89.6	80.7	0	mM	ACE	nan	nan	nan	C00084	False
Alberty	standard chemical potential	23.61		0	kJ/mol	ACE	nan	nan	nan	C00084	False
nan	concentration	137.0	124.0	0	mM	ETOH	nan	nan	nan	C00469	False
Alberty	standard chemical potential	62.28		0	kJ/mol	ETOH	nan	nan	nan	C00469	False
nan	concentration	9.61	8.65	0	mM	BPG	nan	nan	nan	C00236	False
Alberty	standard chemical potential	-2206.35		0	kJ/mol	BPG	nan	nan	nan	C00236	False
nan	concentration	82.1	73.9	0	mM	G6P	nan	nan	nan	C00668	False
Alberty	standard chemical potential	-1319.75		0	kJ/mol	G6P	nan	nan	nan	C00668	False
nan	concentration	1.6		0	mM	PYR	nan	Saccharomyces cerevisiae	nan	C00022	False
nan	concentration	0.39		0	mM	PYR	nan	Escherichia coli	nan	C00022	False
nan	concentration	0.06		0	mM	PYR	nan	Dictyostelium discoideum	nan	C00022	False
nan	concentration	0.187		0	mM	PYR	nan	Rattus sp.	nan	C00022	False
nan	concentration	0.056		0	mM	PYR	nan	Rattus sp.	nan	C00022	False
nan	concentration	0.09		0	mM	PYR	nan	Oryctolagus cuniculus	nan	C00022	False
nan	concentration	88.9	80.0	0	mM	PYR	nan	nan	nan	C00022	False
nan	concentration	0.1495	0.1105	0	mM	PYR	nan	Rattus sp.	nan	C00022	False
Alberty	standard chemical potential	-351.01		0	kJ/mol	PYR	nan	nan	nan	C00022	False
nan	concentration	19.7	17.8	0	mM	F26BP	nan	nan	nan	C00665	False
nan	concentration	0.049		0	mM	P2G	nan	Rattus sp.	nan	C00631	False
nan	concentration	0.005		0	mM	P2G	nan	Rattus sp.	nan	C00631	False
nan	concentration	0.007		0	mM	P2G	nan	Homo sapiens	nan	C00631	False
nan	concentration	0.005		0	mM	P2G	nan	Oryctolagus cuniculus	nan	C00631	False
nan	concentration	40.0	36.0	0	mM	P2G	nan	nan	nan	C00631	False
nan	concentration	0.76	0.34	0	mM	P2G	nan	Saccharomyces cerevisiae	nan	C00631	False
nan	concentration	0.026	-0.023	0	mM	P2G	nan	Rattus sp.	nan	C00631	False
Alberty	standard chemical potential	-1341.51		0	kJ/mol	P2G	nan	nan	nan	C00631	False
nan	concentration	0.41		0	mM	P3G	nan	Rattus sp.	nan	C00197	False
nan	concentration	0.048		0	mM	P3G	nan	Homo sapiens	nan	C00197	False
nan	concentration	0.026		0	mM	P3G	nan	Rattus sp.	nan	C00197	False
nan	concentration	0.046		0	mM	P3G	nan	Oryctolagus cuniculus	nan	C00197	False
nan	concentration	40.0	36.0	0	mM	P3G	nan	nan	nan	C00197	False
nan	concentration	0.18	0.08	0	mM	P3G	nan	Saccharomyces cerevisiae	nan	C00197	False
nan	concentration	0.044	0.004	0	mM	P3G	nan	Rattus sp.	nan	C00197	False
Alberty	standard chemical potential	-1347.41		0	kJ/mol	P3G	nan	nan	nan	C00197	False
Alberty	standard chemical potential	-1316.55		0	kJ/mol	F6P	nan	nan	nan	C05345	False
nan	concentration	0.151		0	mM	AMP	nan	Escherichia coli	nan	C00020	False
nan	concentration	0.05		0	mM	AMP	nan	Homo sapiens	nan	C00020	False
nan	concentration	0.0109		0	mM	AMP	nan	Vigna radiata var. radiata	nan	C00020	False
nan	concentration	0.123		0	mM	AMP	nan	Rattus sp.	nan	C00020	False
nan	concentration	0.06		0	mM	AMP	nan	Oryctolagus cuniculus	nan	C00020	False
nan	concentration	193.0	174.0	0	mM	AMP	nan	nan	nan	C00020	False
nan	concentration	0.235	0.065	0	mM	AMP	nan	Saccharomyces cerevisiae	nan	C00020	False
Alberty	standard chemical potential	-555.8		0	kJ/mol	AMP	nan	nan	nan	C00020	False
