!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Quantity' name='Quantity' date='2020-07-18 12:18:40' objTablesVersion='1.0.5' level='1.0' version='0.1'											
!Reference	!QuantityType	!Mean	!Std	!Sign	!Unit	!Compound:SBML:species:id	!Reaction:SBML:reaction:id	!Organism	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound	!UseAsPriorInformation
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Rhodobacter capsulatus	R00342	C00004	False
Brenda	Michaelis constant	2.1		0	mM	Mal_cyt	v31	Rhodobacter capsulatus	R00342	C00149	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Haloarcula marismortui	R00342	C00004	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Mycobacterium phlei	R00342	C00004	False
Brenda	Michaelis constant	0.8		0	mM	Mal_cyt	v31	Mycobacterium phlei	R00342	C00149	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Mycobacterium phlei	R00342	C00036	False
Brenda	Michaelis constant	0.5		0	mM	NAD	v31	Mycobacterium phlei	R00342	C00003	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v31	Physarum polycephalum	R00342	C00036	False
Brenda	Michaelis constant	0.2		0	mM	NADH_cyt	v31	Physarum polycephalum	R00342	C00004	False
Brenda	Michaelis constant	0.2		0	mM	NAD	v31	Physarum polycephalum	R00342	C00003	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Physarum polycephalum	R00342	C00004	False
Brenda	Michaelis constant	0.8		0	mM	NAD	v31	Physarum polycephalum	R00342	C00003	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v31	Physarum polycephalum	R00342	C00036	False
Brenda	Michaelis constant	0.1		0	mM	NAD	v31	Comamonas testosteroni	R00342	C00003	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Comamonas testosteroni	R00342	C00004	False
Brenda	Michaelis constant	0.2		0	mM	NAD	v31	Comamonas testosteroni	R00342	C00003	False
Brenda	Michaelis constant	0.1		0	mM	NAD	v31	Comamonas testosteroni	R00342	C00003	False
Brenda	Michaelis constant	0.1		0	mM	Mal_cyt	v31	Comamonas testosteroni	R00342	C00149	False
Brenda	Michaelis constant	0.3		0	mM	Mal_cyt	v31	Comamonas testosteroni	R00342	C00149	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v31	Comamonas testosteroni	R00342	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Echinococcus granulosus	R00342	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Echinococcus granulosus	R00342	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Echinococcus granulosus	R00342	C00036	False
Brenda	Michaelis constant	0.0		0	mM	NAD	v31	Echinococcus granulosus	R00342	C00003	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Echinococcus granulosus	R00342	C00004	False
Brenda	Michaelis constant	0.0		0	mM	Mal_cyt	v31	Echinococcus granulosus	R00342	C00149	False
Brenda	Michaelis constant	0.0		0	mM	NAD	v31	Echinococcus granulosus	R00342	C00003	False
Brenda	Michaelis constant	0.0		0	mM	NAD	v31	Echinococcus granulosus	R00342	C00003	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Echinococcus granulosus	R00342	C00004	False
Brenda	Michaelis constant	0.0		0	mM	Mal_cyt	v31	Echinococcus granulosus	R00342	C00149	False
Brenda	Michaelis constant	0.1		0	mM	Mal_cyt	v31	Echinococcus granulosus	R00342	C00149	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Echinococcus granulosus	R00342	C00004	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Mesembryanthemum crystallinum	R00342	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Mesembryanthemum crystallinum	R00342	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Mal_cyt	v31	Mesembryanthemum crystallinum	R00342	C00149	False
Brenda	Michaelis constant	0.3		0	mM	NAD	v31	Mesembryanthemum crystallinum	R00342	C00003	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Mesembryanthemum crystallinum	R00342	C00004	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Methanospirillum hungatei	R00342	C00036	False
Brenda	Michaelis constant	0.1		0	mM	NADH_cyt	v31	Methanospirillum hungatei	R00342	C00004	False
Brenda	Michaelis constant	0.1		0	mM	NADH_cyt	v31	Methanospirillum hungatei	R00342	C00004	False
Brenda	Michaelis constant	0.0		0	mM	NAD	v31	nan	R00342	C00003	False
Brenda	Michaelis constant	5.6		0	mM	Mal_cyt	v31	nan	R00342	C00149	False
Brenda	Michaelis constant	0.2		0	mM	NADP_p	v31	nan	R00342	C00006	False
Brenda	Michaelis constant	0.1		0	mM	NADH_cyt	v31	Bacillus subtilis	R00342	C00004	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Bacillus subtilis	R00342	C00004	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v31	Bacillus subtilis	R00342	C00036	False
Brenda	Michaelis constant	0.1		0	mM	NAD	v31	Bacillus subtilis	R00342	C00003	False
Brenda	Michaelis constant	0.9		0	mM	Mal_cyt	v31	Bacillus subtilis	R00342	C00149	False
Brenda	Michaelis constant	0.3		0	mM	NAD	v31	Ananas comosus	R00342	C00003	False
Brenda	Michaelis constant	0.2		0	mM	NAD	v31	Ananas comosus	R00342	C00003	False
Brenda	Michaelis constant	0.5		0	mM	Mal_cyt	v31	Ananas comosus	R00342	C00149	False
Brenda	Michaelis constant	0.3		0	mM	OXA_cyt	v31	Ananas comosus	R00342	C00036	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Ananas comosus	R00342	C00004	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v31	Ananas comosus	R00342	C00036	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Ananas comosus	R00342	C00004	False
Brenda	Michaelis constant	0.6		0	mM	NAD	v31	Anthocidaris crassispina	R00342	C00003	False
Brenda	Michaelis constant	7.0		0	mM	Mal_cyt	v31	Anthocidaris crassispina	R00342	C00149	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	nan	R00342	C00004	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	nan	R00342	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Gallus sp.	R00342	C00036	False
Brenda	Michaelis constant	8.0		0	mM	Mal_cyt	v31	Drosophila virilis	R00342	C00149	False
Brenda	Michaelis constant	20.0		0	mM	Mal_cyt	v31	Drosophila virilis	R00342	C00149	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Drosophila virilis	R00342	C00036	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v31	Haemophilus parasuis	R00342	C00036	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Haemophilus parasuis	R00342	C00004	False
Brenda	Michaelis constant	0.1		0	mM	NAD	v31	Haemophilus parasuis	R00342	C00003	False
Brenda	Michaelis constant	0.3		0	mM	NAD	v31	Escherichia coli	R00342	C00003	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Escherichia coli	R00342	C00036	False
Brenda	Michaelis constant	0.5		0	mM	NAD	v31	Escherichia coli	R00342	C00003	False
Brenda	Michaelis constant	5.3		0	mM	Mal_cyt	v31	Escherichia coli	R00342	C00149	False
Brenda	Michaelis constant	0.3		0	mM	OXA_cyt	v31	Escherichia coli	R00342	C00036	False
Brenda	Michaelis constant	6.8		0	mM	Mal_cyt	v31	Escherichia coli	R00342	C00149	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Escherichia coli	R00342	C00036	False
Brenda	Michaelis constant	0.4		0	mM	NAD	v31	Escherichia coli	R00342	C00003	False
Brenda	Michaelis constant	0.1		0	mM	NADH_cyt	v31	Escherichia coli	R00342	C00004	False
Brenda	Michaelis constant	0.6		0	mM	OXA_cyt	v31	Escherichia coli	R00342	C00036	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v31	Escherichia coli	R00342	C00036	False
Brenda	Michaelis constant	0.1		0	mM	NADH_cyt	v31	Escherichia coli	R00342	C00004	False
Brenda	Michaelis constant	2.6		0	mM	Mal_cyt	v31	Escherichia coli	R00342	C00149	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Escherichia coli	R00342	C00036	False
Brenda	Michaelis constant	0.1		0	mM	NADH_cyt	v31	Escherichia coli	R00342	C00004	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Escherichia coli	R00342	C00036	False
Brenda	Michaelis constant	0.1		0	mM	NADH_cyt	v31	Escherichia coli	R00342	C00004	False
Brenda	Michaelis constant	0.2		0	mM	Mal_cyt	v31	Acinetobacter lwoffii	R00342	C00149	False
Brenda	Michaelis constant	0.4		0	mM	NAD	v31	Acinetobacter lwoffii	R00342	C00003	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v31	Acinetobacter lwoffii	R00342	C00036	False
Brenda	Michaelis constant	0.0		0	mM	NADH_cyt	v31	Acinetobacter lwoffii	R00342	C00004	False
yeastGFP	concentration of enzyme	3320.0		0	molecules/cell	nan	v34	Saccharomyces cerevisiae	R04433	nan	False
Brenda	substrate catalytic rate constant	6.6		0	1/s	nan	v34	Homo sapiens	R04433	C05377	False
Brenda	substrate catalytic rate constant	74.3		0	1/s	nan	v34	Homo sapiens	R04433	C15494	False
Brenda	substrate catalytic rate constant	59.9		0	1/s	nan	v34	Homo sapiens	R04433	C15494	False
Brenda	substrate catalytic rate constant	33.5		0	1/s	nan	v34	Homo sapiens	R04433	C00399	False
Brenda	substrate catalytic rate constant	21.4		0	1/s	nan	v34	Homo sapiens	R04433	C04253	False
Brenda	substrate catalytic rate constant	35.5		0	1/s	nan	v34	Homo sapiens	R04433	C00399	False
Brenda	substrate catalytic rate constant	81.4		0	1/s	nan	v34	Homo sapiens	R04433	C04253	False
Brenda	substrate catalytic rate constant	84.0		0	1/s	nan	v34	Sus scrofa	R04433	C00399	False
Brenda	substrate catalytic rate constant	115.0		0	1/s	nan	v34	Sus scrofa	R04433	C00399	False
Brenda	substrate catalytic rate constant	182.0		0	1/s	nan	v34	Sus scrofa	R04433	C00399	False
Brenda	substrate catalytic rate constant	162.0		0	1/s	nan	v34	Sus scrofa	R04433	C00399	False
Brenda	substrate catalytic rate constant	90.0		0	1/s	nan	v34	Sus scrofa	R04433	C04253	False
Brenda	substrate catalytic rate constant	200.0		0	1/s	nan	v34	Sus scrofa	R04433	C04253	False
Brenda	substrate catalytic rate constant	132.0		0	1/s	nan	v34	Sus scrofa	R04433	C00399	False
Brenda	substrate catalytic rate constant	210.0		0	1/s	nan	v34	Sus scrofa	R04433	C00399	False
Brenda	substrate catalytic rate constant	78.0		0	1/s	nan	v34	Sus scrofa	R04433	C04253	False
Brenda	substrate catalytic rate constant	246.0		0	1/s	nan	v34	Sus scrofa	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Homo sapiens	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	ETFox	v34	Homo sapiens	R04433	C04253	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Homo sapiens	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	ETFox	v34	Homo sapiens	R04433	C04253	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Homo sapiens	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Homo sapiens	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Homo sapiens	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Homo sapiens	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Homo sapiens	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Homo sapiens	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Homo sapiens	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Homo sapiens	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Homo sapiens	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	ETFox	v34	Homo sapiens	R04433	C04253	False
Brenda	Michaelis constant	0.0		0	mM	ETFox	v34	Homo sapiens	R04433	C04253	False
Brenda	Michaelis constant	0.0		0	mM	ETFox	v34	Sus scrofa	R04433	C04253	False
Brenda	Michaelis constant	0.0		0	mM	ETFox	v34	Sus scrofa	R04433	C04253	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Sus scrofa	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Sus scrofa	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Sus scrofa	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Sus scrofa	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Sus scrofa	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	ETFox	v34	Sus scrofa	R04433	C04253	False
Brenda	Michaelis constant	0.0		0	mM	ETFox	v34	Sus scrofa	R04433	C04253	False
Brenda	Michaelis constant	0.0		0	mM	Q	v34	Sus scrofa	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	ETFox	v34	Sus scrofa	R04433	C04253	False
Brenda	Michaelis constant	0.1		0	mM	Q	v34	Sus scrofa	R04433	C00399	False
Brenda	Michaelis constant	0.0		0	mM	ETFox	v34	Sus scrofa	R04433	C04253	False
Brenda	Michaelis constant	0.0		0	mM	ETFox	v34	Sus scrofa	R04433	C04253	False
Brenda	Michaelis constant	6900.0		0	mM	Q	v34	Sus scrofa	R04433	C00399	False
Brenda	Michaelis constant	5400.0		0	mM	ETFox	v34	Sus scrofa	R04433	C04253	False
yeastGFP	concentration of enzyme	10500.0		0	molecules/cell	nan	v44	Saccharomyces cerevisiae	R00216	nan	False
Brenda	inhibitory constant	2.6		0	mM	Pyr	v44	Zea mays	R00216	C00022	False
Brenda	inhibitory constant	4.7		0	mM	Mal	v44	Zea mays	R00216	C00149	False
Brenda	inhibitory constant	1.3		0	mM	Pyr	v44	Zea mays	R00216	C00022	False
Brenda	inhibitory constant	0.3		0	mM	AMP	v44	Zea mays	R00216	C00020	False
Brenda	inhibitory constant	0.4		0	mM	AMP	v44	Zea mays	R00216	C00020	False
Brenda	inhibitory constant	0.0		0	mM	NADPH	v44	Ricinus communis	R00216	C00005	False
Brenda	inhibitory constant	0.0		0	mM	Pyr	v44	Ricinus communis	R00216	C00022	False
Brenda	inhibitory constant	0.8		0	mM	CO2	v44	Ricinus communis	R00216	C00011	False
Brenda	inhibitory constant	0.4		0	mM	CO2	v44	Ricinus communis	R00216	C00011	False
Brenda	inhibitory constant	0.5		0	mM	NADPH	v44	Ricinus communis	R00216	C00005	False
Brenda	inhibitory constant	80.0		0	mM	Asp_cyt	v44	Ascaris suum	R00216	C00049	False
Brenda	inhibitory constant	58.0		0	mM	Asp_cyt	v44	Ascaris suum	R00216	C00049	False
Brenda	inhibitory constant	2.4		0	mM	CoA_cyt	v44	Corynebacterium glutamicum	R00216	C00010	False
Brenda	inhibitory constant	28.0		0	mM	PEP	v44	Rattus norvegicus	R00216	C00074	False
Brenda	inhibitory constant	1.3		0	mM	Pyr	v44	Klebsiella aerogenes	R00216	C00022	False
Brenda	inhibitory constant	2.1		0	mM	Pyr	v44	Pseudomonas stutzeri	R00216	C00022	False
Brenda	inhibitory constant	7.8		0	mM	PEP	v44	Pseudomonas stutzeri	R00216	C00074	False
yeastGFP	concentration of enzyme	35500.0		0	molecules/cell	nan	v26	Saccharomyces cerevisiae	R00081	nan	False
yeastGFP	concentration of enzyme	9410.0		0	molecules/cell	nan	v26	Saccharomyces cerevisiae	R00081	nan	False
yeastGFP	concentration of enzyme	12500.0		0	molecules/cell	nan	v26	Saccharomyces cerevisiae	R00081	nan	False
yeastGFP	concentration of enzyme	2250.0		0	molecules/cell	nan	v26	Saccharomyces cerevisiae	R00081	nan	False
yeastGFP	concentration of enzyme	1390.0		0	molecules/cell	nan	v26	Saccharomyces cerevisiae	R00081	nan	False
yeastGFP	concentration of enzyme	672.0		0	molecules/cell	nan	v26	Saccharomyces cerevisiae	R00081	nan	False
yeastGFP	concentration of enzyme	639.0		0	molecules/cell	nan	v26	Saccharomyces cerevisiae	R00081	nan	False
yeastGFP	concentration of enzyme	3670.0		0	molecules/cell	nan	v26	Saccharomyces cerevisiae	R00081	nan	False
Brenda	substrate catalytic rate constant	24.3		0	1/s	nan	v26	Micrococcus luteus	R00081	C00200	False
Brenda	inhibitory constant	0.0		0	mM	Cytc2p	v26	Eukaryota	R00081	C00125	False
Brenda	inhibitory constant	0.0		0	mM	Cytc2p	v26	Eukaryota	R00081	C00125	False
Brenda	inhibitory constant	0.0		0	mM	Cytc2p	v26	Eukaryota	R00081	C00125	False
Brenda	substrate catalytic rate constant	53.0		0	1/s	nan	v26	nan	R00081	C00524	False
Brenda	substrate catalytic rate constant	3.9		0	1/s	nan	v26	nan	R00081	C00524	False
Brenda	substrate catalytic rate constant	8.3		0	1/s	nan	v26	nan	R00081	C00524	False
Brenda	substrate catalytic rate constant	30.0		0	1/s	nan	v26	Homo sapiens	R00081	C00524	False
Brenda	substrate catalytic rate constant	80.0		0	1/s	nan	v26	Homo sapiens	R00081	C00524	False
Brenda	substrate catalytic rate constant	120.0		0	1/s	nan	v26	Rattus norvegicus	R00081	C00524	False
Brenda	substrate catalytic rate constant	200.0		0	1/s	nan	v26	Rattus norvegicus	R00081	C00524	False
Brenda	substrate catalytic rate constant	133.0		0	1/s	nan	v26	Rattus norvegicus	R00081	C00524	False
Brenda	substrate catalytic rate constant	500.0		0	1/s	nan	v26	Sus scrofa	R00081	C00524	False
Brenda	substrate catalytic rate constant	540.0		0	1/s	nan	v26	Sus scrofa	R00081	C00524	False
Brenda	substrate catalytic rate constant	520.0		0	1/s	nan	v26	Sus scrofa	R00081	C00524	False
Brenda	substrate catalytic rate constant	1500.0		0	1/s	nan	v26	Saccharomyces cerevisiae	R00081	C00524	False
Brenda	substrate catalytic rate constant	400.0		0	1/s	nan	v26	Bos taurus	R00081	C00524	False
Brenda	substrate catalytic rate constant	1000.0		0	1/s	nan	v26	Triticum aestivum	R00081	C00524	False
Brenda	substrate catalytic rate constant	300.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	91.0		0	1/s	nan	v26	Pseudomonas sp.	R00081	C00524	False
Brenda	substrate catalytic rate constant	158.0		0	1/s	nan	v26	Dictyostelium discoideum	R00081	C00524	False
Brenda	substrate catalytic rate constant	1.6		0	1/s	nan	v26	Nitrosomonas europaea	R00081	C00524	False
Brenda	substrate catalytic rate constant	0.6		0	1/s	nan	v26	Nitrosomonas europaea	R00081	C00524	False
Brenda	substrate catalytic rate constant	14.0		0	1/s	nan	v26	Nitrosomonas europaea	R00081	C00524	False
Brenda	substrate catalytic rate constant	1.8		0	1/s	nan	v26	Nitrosomonas europaea	R00081	C00524	False
Brenda	substrate catalytic rate constant	32.0		0	1/s	nan	v26	Nitrosomonas europaea	R00081	C00524	False
Brenda	substrate catalytic rate constant	336.0		0	1/s	nan	v26	Nitrosomonas europaea	R00081	C00524	False
Brenda	substrate catalytic rate constant	111.0		0	1/s	nan	v26	Crithidia fasciculata	R00081	C00524	False
Brenda	substrate catalytic rate constant	9.4		0	1/s	nan	v26	Micrococcus luteus	R00081	C00524	False
Brenda	substrate catalytic rate constant	11.0		0	1/s	nan	v26	Squalus acanthias	R00081	C00524	False
Brenda	substrate catalytic rate constant	40.0		0	1/s	nan	v26	Starkeya novella	R00081	C00524	False
Brenda	substrate catalytic rate constant	90.0		0	1/s	nan	v26	Paracoccus denitrificans	R00081	C00524	False
Brenda	substrate catalytic rate constant	6.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	54.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	1300.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	50.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	230.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	700.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	100.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	270.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	1100.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	2000.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	180.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	1400.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	1200.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	220.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	400.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	600.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	590.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	1600.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	1700.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	980.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	290.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	260.0		0	1/s	nan	v26	Rhodobacter sphaeroides	R00081	C00524	False
Brenda	substrate catalytic rate constant	160.0		0	1/s	nan	v26	Nitrobacter winogradskyi	R00081	C00524	False
Brenda	substrate catalytic rate constant	187.0		0	1/s	nan	v26	Magnetospirillum magnetotacticum	R00081	C00524	False
Brenda	substrate catalytic rate constant	66.0		0	1/s	nan	v26	Erythrobacter longus	R00081	C00524	False
Brenda	substrate catalytic rate constant	24.0		0	1/s	nan	v26	Erythrobacter longus	R00081	C00524	False
Brenda	substrate catalytic rate constant	36.0		0	1/s	nan	v26	Sphyrna lewini	R00081	C00524	False
Brenda	substrate catalytic rate constant	350.0		0	1/s	nan	v26	Carcharhinus limbatus	R00081	C00524	False
Brenda	substrate catalytic rate constant	380.0		0	1/s	nan	v26	Rhizoprionodon terraenovae	R00081	C00524	False
Brenda	substrate catalytic rate constant	410.0		0	1/s	nan	v26	Rhizoprionodon terraenovae	R00081	C00524	False
Brenda	substrate catalytic rate constant	360.0		0	1/s	nan	v26	Carcharhinus acronotus	R00081	C00524	False
Brenda	substrate catalytic rate constant	30.0		0	1/s	nan	v26	Eukaryota	R00081	C00524	False
Brenda	substrate catalytic rate constant	50.0		0	1/s	nan	v26	Eukaryota	R00081	C00524	False
Brenda	substrate catalytic rate constant	2.1		0	1/s	nan	v26	Bacillus subtilis	R00081	C00524	False
Brenda	substrate catalytic rate constant	13.3		0	1/s	nan	v26	Bacillus subtilis	R00081	C00524	False
Brenda	substrate catalytic rate constant	8.0		0	1/s	nan	v26	Bacillus subtilis	R00081	C00524	False
Brenda	substrate catalytic rate constant	4.0		0	1/s	nan	v26	Bacillus subtilis	R00081	C00524	False
Brenda	substrate catalytic rate constant	5.0		0	1/s	nan	v26	Bacillus subtilis	R00081	C00524	False
Brenda	Michaelis constant	0.0		0	mM	Cytc3p	v26	Bos taurus	R00081	C00126	False
Brenda	Michaelis constant	0.0		0	mM	Cytc3p	v26	Bos taurus	R00081	C00126	False
Brenda	Michaelis constant	0.1		0	mM	Cytc3p	v26	Sulfolobus acidocaldarius	R00081	C00126	False
Brenda	Michaelis constant	0.1		0	mM	Cytc3p	v26	Nitrobacter winogradskyi	R00081	C00126	False
Brenda	Michaelis constant	0.0		0	mM	Cytc3p	v26	Nitrobacter winogradskyi	R00081	C00126	False
yeastGFP	concentration of enzyme	2620.0		0	molecules/cell	nan	v41	Saccharomyces cerevisiae	R00267	nan	False
Brenda	inhibitory constant	0.4		0	mM	OXA	v41	Chlorobium limicola	R00267	C00036	False
Brenda	inhibitory constant	0.0		0	mM	NADPH_cyt	v41	Pisum sativum	R00267	C00005	False
Brenda	inhibitory constant	0.1		0	mM	NADH_cyt	v41	Pisum sativum	R00267	C00004	False
Brenda	inhibitory constant	0.0		0	mM	NADP_cyt	v41	Pisum sativum	R00267	C00006	False
Brenda	inhibitory constant	0.0		0	mM	IsoCitcyt	v41	Pisum sativum	R00267	C00311	False
Brenda	inhibitory constant	1.0		0	mM	OG_cyt	v41	Pisum sativum	R00267	C00026	False
Brenda	inhibitory constant	0.0		0	mM	NADPH_cyt	v41	Pisum sativum	R00267	C00005	False
Brenda	inhibitory constant	0.0		0	mM	IsoCitcyt	v41	Pisum sativum	R00267	C00311	False
Brenda	inhibitory constant	0.1		0	mM	NADH_cyt	v41	Pisum sativum	R00267	C00004	False
Brenda	inhibitory constant	0.0		0	mM	NADP_cyt	v41	Pisum sativum	R00267	C00006	False
Brenda	inhibitory constant	0.1		0	mM	OG_cyt	v41	Fomitopsis palustris	R00267	C00026	False
Brenda	inhibitory constant	11.0		0	mM	NAD	v41	Sus scrofa	R00267	C00003	False
Brenda	inhibitory constant	12.0		0	mM	NAD	v41	Sus scrofa	R00267	C00003	False
Brenda	inhibitory constant	8.0		0	mM	NAD	v41	Sus scrofa	R00267	C00003	False
yeastGFP	concentration of enzyme	450.0		0	molecules/cell	nan	v28	Saccharomyces cerevisiae	R00085	nan	False
yeastGFP	concentration of enzyme	17000.0		0	molecules/cell	nan	v36	Saccharomyces cerevisiae	R00344	nan	False
yeastGFP	concentration of enzyme	12500.0		0	molecules/cell	nan	v36	Saccharomyces cerevisiae	R00344	nan	False
Brenda	substrate catalytic rate constant	0.1		0	1/s	nan	v36	Saccharomyces cerevisiae	R00344	C00169	False
Brenda	substrate catalytic rate constant	0.1		0	1/s	nan	v36	Saccharomyces cerevisiae	R00344	C00169	False
Brenda	substrate catalytic rate constant	0.0		0	1/s	nan	v36	Saccharomyces cerevisiae	R00344	C00169	False
Brenda	inhibitory constant	0.2		0	mM	OXA	v36	Sinorhizobium meliloti	R00344	C00036	False
Brenda	Michaelis constant	0.5		0	mM	Pyr	v36	Gallus gallus	R00344	C00022	False
Brenda	Michaelis constant	0.3		0	mM	Pyr	v36	Gallus gallus	R00344	C00022	False
Brenda	Michaelis constant	0.3		0	mM	Pyr	v36	Mycobacterium smegmatis	R00344	C00022	False
Brenda	Michaelis constant	0.1		0	mM	Pyr	v36	Geobacillus stearothermophilus	R00344	C00022	False
Brenda	Michaelis constant	0.1		0	mM	Pyr	v36	Phycomyces blakesleeanus	R00344	C00022	False
Brenda	Michaelis constant	0.2		0	mM	Pyr	v36	Pseudomonas fluorescens	R00344	C00022	False
